IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
7083-MIOPC,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1984-GPTEH,No internet service,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
1251-KRREG,No,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,No
0621-JFHOL,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,No,Yes,No,No,No,No,No
9903-LYSAB,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No
0094-OIFMO,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
9227-UAQFT,No internet service,No,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7301-ABVAD,Yes,No,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6614-FHDBO,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7576-ASEJU,Yes,No,Yes,No,No,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes
9058-HRZSV,No,Yes,Yes,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
4522-AKYLR,No,Yes,Yes,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Yes,No
0221-WMXNQ,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
0303-UNCIP,No,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes
9947-OTFQU,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,No
0322-YINQP,No,No,Yes,No,No,No,DSL,Yes,Yes,No,No,No,No,No,No
0959-WHOKV,No,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes
4075-JFPGR,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
4629-NRXKX,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,No,No,No
9514-JDSKI,No,No,No,No,No phone service,No,DSL,No,No,Yes,Yes,No,Yes,No,No
3282-ZISZV,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
3675-YDUPJ,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4111-BNXIF,Yes,No,No,No,No phone service,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7017-VFHAY,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
6655-LHBYW,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4959-JOSRX,No,Yes,Yes,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No
5046-NUHWD,No,No,No,Yes,No phone service,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
7273-TEFQD,No,No,No,Yes,No phone service,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes
3606-TWKGI,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7529-ZDFXI,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,Yes
7605-BDWDC,Yes,No,No,Yes,No phone service,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes
1950-KSVVJ,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0123-CRBRT,Yes,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6292-TOSSS,No internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3197-ARFOY,Yes,Yes,Yes,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Yes
6323-AYBRX,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7014-ZZXAW,No internet service,No,Yes,No,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4385-GZQXV,Yes,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
7633-MVPUY,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
6366-ZGQGL,No,No,No,Yes,No phone service,Yes,DSL,No,No,No,No,No,No,No,No
4716-HHKQH,Yes,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
5940-AHUHD,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,No,No
6432-TWQLB,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,No
4484-GLZOU,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
3179-GBRWV,No,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes
8645-KWHJO,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
4130-MZLCC,No,Yes,Yes,No,No,Yes,DSL,No,No,No,Yes,No,No,No,No
0314-TKOSI,No,No,Yes,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No
8229-MYEJZ,No,No,Yes,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No
2080-SRCDE,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9577-WJVCQ,No,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No,No,No
9512-UIBFX,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
6202-DYYFX,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,No
3808-HFKDE,No,No,Yes,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No
5583-SXDAG,No,No,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,No,No,No
3488-PGMQJ,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,No
3580-REOAC,No,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,No,No,No
7534-BFESC,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No
3727-OWVYD,No,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No
2294-SALNE,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
4847-TAJYI,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
1563-IWQEX,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8203-XJZRC,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6556-DBKZF,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,No
6851-WEFYX,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
2985-JUUBZ,No,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
6390-DSAZX,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No
0895-LMRSF,No,Yes,Yes,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes
8098-LLAZX,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes
8266-VBFQL,Yes,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,No,Yes,Yes
8181-YHCMF,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2240-HSJQD,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,No
1248-DYXUB,No internet service,No,Yes,No,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
0265-EDXBD,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No
4115-BNPJY,Yes,No,Yes,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes
3167-SNQPL,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
4091-TVOCN,No,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
1098-TDVUQ,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7277-OZCGZ,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes
1557-EMYVT,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2799-ARNLO,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
7563-BIUPC,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
5027-YOCXN,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
3973-SKMLN,No internet service,No,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
2321-OMBXY,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes
2840-XANRC,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
6745-JEFZB,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,No
5020-ZSTTY,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes
9880-TDQAC,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
8705-WZCYL,No,No,Yes,No,No,No,DSL,Yes,No,Yes,No,No,No,No,No
7102-JJVTX,No,Yes,Yes,No,No,No,DSL,No,Yes,No,No,No,No,No,No
8626-PTQGE,Yes,Yes,No,No,No phone service,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes
4983-CLMLV,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
5701-YVSVF,Yes,No,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
5804-LEPIM,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,No,No
5697-GOMBF,No,No,No,Yes,No phone service,Yes,DSL,Yes,No,No,No,No,Yes,No,No
2739-CACDQ,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,No
9385-EHGDO,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9498-FIMXL,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2379-GYFLQ,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
0122-OAHPZ,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
2868-SNELZ,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No
4322-RCYMT,Yes,No,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes
6680-NENYN,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
2088-IEBAU,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
7982-VCELR,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes
1343-EHPYB,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
6035-BXTTY,Yes,Yes,Yes,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No
6885-PKOAM,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7520-HQWJU,No,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
9639-BUJXT,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5924-SNGKP,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0021-IKXGC,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
2034-GDRCN,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
8966-SNIZF,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6243-OZGFH,No,Yes,No,No,No phone service,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes
4654-DLAMQ,No,No,Yes,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes
0513-RBGPE,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No
5160-UXJED,No,No,Yes,No,No,No,DSL,No,No,No,No,Yes,No,No,No
4115-NZRKS,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
0219-YTZUE,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
0623-IIHUG,No,No,No,No,No phone service,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,No
4572-DVCGN,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
3351-NGXYI,No,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,No,No
8984-EYLLL,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
9057-MSWCO,No,Yes,No,Yes,No phone service,No,DSL,No,Yes,No,No,No,No,No,No
9833-TGFHX,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Yes
9294-TDIPC,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5229-DTFYB,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
0104-PPXDV,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No
5176-LMJXE,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
3583-KRKMD,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,No,No
1010-DIAUQ,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
9069-LGEUL,No,No,Yes,No,No,No,DSL,No,Yes,No,No,No,No,No,Yes
7302-ZHMHP,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9571-EDEBV,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
3520-FJGCV,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
6563-VRERX,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0259-GBZSH,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,No
6122-EFVKN,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No
2805-EDJPQ,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes
6862-CQUMB,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
7156-MXBJE,Yes,No,Yes,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,Yes
6158-HDPXZ,No,Yes,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
9601-BRXPO,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
2863-IMQDR,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5686-CMAWK,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,No
5651-CRHKQ,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,No
6905-NIQIN,No,Yes,Yes,No,No,Yes,DSL,No,No,No,Yes,Yes,No,No,No
8204-YJCLA,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5167-ZFFMM,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,No,Yes
6583-SZVGP,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
4895-TMWIR,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0533-BNWKF,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No
1708-PBBOA,Yes,Yes,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8782-LKFPK,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes
5522-JBWMO,No,Yes,Yes,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No
3597-MVHJT,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Yes
9774-NRNAU,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes
0224-RLWWD,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,No
9967-ATRFS,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
3951-NJCVI,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
2977-CEBSX,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0177-PXBAT,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes
6599-CEBNN,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,No,No,No
2519-ERQOJ,Yes,No,No,No,No phone service,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes
5876-QMYLD,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2277-AXSDC,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9442-JTWDL,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0979-PHULV,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes
3067-SVMTC,Yes,No,Yes,No,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No
5495-GPSRW,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7606-BPHHN,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4742-DRORA,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No
0111-KLBQG,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
4800-VHZKI,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7989-CHGTL,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0334-GDDSO,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No,No
4163-NCJAK,No internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5233-AOZUF,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,No,No
5973-EJGDP,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No
1996-DBMUS,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
7916-VCCPB,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,No,No
4686-GEFRM,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Yes
5249-QYHEX,No internet service,No,Yes,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0578-SKVMF,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,Yes
5564-NEMQO,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No
2233-FAGXV,No internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5605-IYGFG,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,No
7663-ZTEGJ,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
3935-TBRZZ,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8111-BKVDS,No,No,No,Yes,No phone service,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No
2055-SIFSS,No,Yes,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,No,No
2806-MLNTI,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8734-DKSTZ,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
4360-PNRQB,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
6152-ONASV,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No
9063-ZGTUY,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7781-HVGMK,Yes,No,No,No,No phone service,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes
2181-UAESM,No,Yes,Yes,No,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No
2957-LOLHO,No,No,Yes,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,No
6048-NJXHX,No internet service,No,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2320-SLKMB,Yes,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,No,No,Yes,Yes,No
4980-URKXC,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4376-KFVRS,Yes,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5886-VLQVU,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
3577-AMVUX,Yes,No,Yes,Yes,No,No,DSL,No,No,No,No,Yes,No,Yes,No
0771-WLCLA,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes
5628-RKIFK,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes
0206-TBWLC,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
2937-FTHUR,No,No,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes
1910-FMXJM,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
7752-XUSCI,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
4110-PFEUZ,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,No,No
0732-OCQOC,No internet service,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5168-MSWXT,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
1090-ESELR,Yes,No,Yes,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Yes
8592-PLTMQ,No internet service,No,Yes,Yes,Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5760-WRAHC,Yes,Yes,Yes,No,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8847-GEOOQ,Yes,Yes,No,No,No phone service,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes
0256-LTHVJ,No,No,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes
4785-FCIFB,No internet service,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8313-NDOIA,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5149-CUZUJ,Yes,No,Yes,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,No
0942-KOWSM,Yes,Yes,Yes,Yes,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes
4237-CLSMM,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
1452-VOQCH,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
4719-UMSIY,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6614-VBEGU,No,Yes,Yes,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes
0880-TKATG,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes
3811-VBYBZ,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
1480-BKXGA,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2996-XAUVF,Yes,No,No,No,No phone service,No,DSL,Yes,No,No,No,Yes,No,No,Yes
9076-AXYIK,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
